prompt,SFT_Text,SFT_Is_Safe,SFT_ScamLLM_Score,category,generator,BCO_Text,KTO_Text,BCO_ScamLLM_Score,KTO_ScamLLM_Score,SFT_Cosine_Sim,BCO_Cosine_Sim,KTO_Cosine_Sim,SFT_vs_BCO_Cosine_Sim,SFT_vs_KTO_Cosine_Sim,SFT_KL_Div,BCO_KL_Div,KTO_KL_Div,SFT_vs_BCO_KL_Div,SFT_vs_KTO_KL_Div,SFT_AI_Prob,BCO_AI_Prob,KTO_AI_Prob
"subject: Official Policy Update: Mandatory compliance required by Q3.
urls: True
attachments: True
sentiment: authoritative, formal
->
body:","********************
* FINAL NOTICE *
********************

The following message was sent to you as a reminder that you must complete
your Compliance Certification.  Your compliance deadline is tomorrow, <DATE>.  You may complete your Certification at anytime by logging into
<URL> and selecting the Compliance
Certification link.

Your unique User ID and Password are listed below:

User ID:	<EMAIL>
Password:	<ORG>

If you have any questions or need assistance, please email <EMAIL>
or call the Help Desk at <PHONE>.",True,0.5560612082,Authoritative,Gemini,"This is a message from the <ORG> Department of Justice.  This message is
required by law and is being sent to you as a policyholder of <ORG>.  We
must advise you that the <ORG> Department of Justice has determined that
there are certain individuals who have engaged in terrorist activities that
are a danger to the <LOC> and the interests of its citizens.  This
includes the following individuals:

Usama bin Laden, Ayman al-Zawahiri, Ramzi Yousef, Abu Zubair al-Masri, Suleiman
el-Hamid, Ahmed Ressam, Mokhtar Haouari, Mohammed Khalil Bekhit, Abdelgadir
Mustafa Ahmed, Mohammed Aqel, Al-Sheikh Mohammed Khalil al-Fakhouri, Salem
Abu Ahmed Hamdan, Yassir Al-Jaziri, Mohammed Khalil al-Fakhouri, Tariq
Ahmed, Salah bin Hamdan al-Yami, Abdul-Rahman al-Shalhoub, Mustafa Ahmed
Mansour Ahmed, Raed Kamil al-Sayyed, Abdallah Mohammed Ali al-Sayyed, Abu
Abdallah Ali al-Sayyed, Abu","Dear FPA Members:

Attached is the official policy update from the FPA Board of Directors, as
required by the FPA Bylaws.

Please note that the mandatory compliance date is Q3.  As a result, all
members must be in compliance with the new policy by <DATE>.

Please contact the FPA National Office with any questions.

Thank you.

Sincerely,

George Guerra
Chairman, FPA Board of Directors


<ATTACHMENT>
<ATTACHMENT>",0.9962303042411804,0.9897425770759584,31.014147400856015,14.07700628042221,44.162946939468384,19.382894039154053,42.87046790122986,0.1858376860618591,0.2244858890771865,0.1476750075817108,0.2210661470890045,0.1523110568523407,6.57,91.76,0.29
"subject: CEO Announcement: Strategic organizational changes for the upcoming year.
urls: False
attachments: False
sentiment: authoritative, serious
->
body:","1. We are pleased to announce the following organizational changes that will become effective <DATE>:

2. <PER> will assume the role of Chairman of the Executive Committee, and will assume responsibility for the oversight of <ORG>'s core businesses, including the Power and Gas trading organizations, the Electric Utility and Gas Pipeline subsidiaries, and the Broadband Services business.

3. <PER> will assume the role of Chief Technology Officer, and will be responsible for the oversight and management of <ORG>'s Global Technology function.  This function includes the oversight of all technology-related activities, including Information Technology, <ORG> Online, IT asset management, technology risk management, systems and business processes, and technology architecture and development.

4. <PER> will assume the role of Chief Operating Officer for <ORG>, and will be responsible for the oversight and management of <ORG>'s core services businesses, including the Gas Mid-Market, Gas Logistics and Gas Marketing organizations, the Electric Generation and Distribution subsidiaries, and the Water business.

5. <PER> will assume the role of Chief Financial Officer for <ORG>, and will be responsible for financial accounting and reporting, budget and forecasting, financial analysis, regulatory reporting, tax, treasury, and financial disclosure.

6. <PER>",False,0.3249053359,Authoritative,Gemini,"As you know, <ORG> has been working to reorganize its wholesale business, with the goal of creating a single business unit that focuses on the development of <LOC>'s wholesale gas and power markets.

After an extensive search process, I am pleased to announce that Danny McCarty will join <ORG> as President and Chief Operating Officer of <ORG> effective <DATE>.

In my continued discussions with the financial community, it became clear that a strong, experienced leader was needed to direct our wholesale business.  Danny's extensive experience and knowledge of <LOC>'s wholesale gas and power markets makes him the ideal choice for this role.

Danny has over 25 years experience in the energy industry.  He has spent the past 17 years with Aquila, a wholesale gas and power trading company, where he held various senior management positions.  Most recently, he has been President and CEO of Aquila Energy, the retail energy arm of Aquila.  Prior to joining Aquila, Danny spent seven years with <ORG> in a variety of wholesale and retail positions.

Danny has a Bachelor of Science in Mechanical Engineering from the University of Nebraska and is a graduate of the Harvard Business School Executive Education Program.  Danny will join <ORG> from Aquila and will","To: <ORG> Employees Worldwide

From: <PER>, <PER>, <PER>, <PER>, and <PER>

Today, we are announcing strategic organizational changes for the upcoming year.  We are now in a position to define a more clearly defined structure and to align our core businesses to better leverage our strengths and deliver greater value to our customers.

Our goal is to create a leaner, more efficient company that is better positioned to achieve our vision of becoming the world's leading company.  We will accomplish this by:

Separating our core businesses - <ORG> and <ORG> - each of which will have its own management team and resources focused on creating value for our stakeholders.  <ORG> will continue to be the world's leading producer of natural gas and crude oil.  <ORG> will continue to be the world's leading electricity provider and trading organization.  
Improving our asset portfolio - we will focus our assets in regions and opportunities that provide the greatest strategic value to <ORG>.  This will include a thorough review of our business activities and assets in <ORG> and the Americas.  
Maintaining our financial strength - we will continue to have the financial strength to invest in our core businesses and to respond to market opportunities.  This is",0.9438596367836,0.1346994042396545,41.87289476394653,31.92515075206757,47.08072543144226,41.97937846183777,55.76685667037964,0.1584930121898651,0.1678600311279297,0.1357839107513427,0.1519766300916671,0.1179203912615776,98.22,3.78,99.98
"subject: Directive: New security protocols implemented for all remote employees.
urls: True
attachments: True
sentiment: authoritative, strict
->
body:","1. New security protocols implemented for all remote employees.
2. You must have your ID badge with you at all times when working remotely.
3. You must have your ID number available to give to any law enforcement
officer, if asked.
4. If you are asked for your ID by any law enforcement officer, you must
provide it, with or without your badge.
5. If you are stopped by law enforcement, you must follow their instructions
for identification, and not argue.
6. If you are stopped and asked for your ID, and you do not have your badge
with you, you must call your Director or their designee at <PHONE> for
further instructions, and follow their instructions.
7. These procedures are subject to change by the Director at any time. You
will be notified of such changes by email, or by a posting on the Corporate
Security intranet site: <URL>

<ATTACHMENT>

<ATTACHMENT>",True,0.691182375,Authoritative,Gemini,"New security protocols implemented for all remote employees. 

Due to the recent <ORG> Cyber attacks and the escalating threat level, all remote employees must immediately begin using the Global Crossing VPN solution to access the network.  The VPN solution provides a higher level of security and monitoring than the standard remote access solution.  

A VPN (Virtual Private Network) is a network that uses the Internet to connect remote users into the <ORG> network.  VPN provides security, functionality and productivity.  

VPN Solution 
Allows remote users to securely access the <ORG> network and connect to resources on the network (i.e. file shares, applications) as if they were sitting in the <LOC> office.
Comes with standard remote access solution at no additional cost
Reduces costs over standard remote access solution by eliminating dedicated access lines to the <LOC> office
Provides enhanced security features

VPN Solution does not support the following applications:
Terminal Server (used to publish applications to remote users)
Exchange (email and calendar)
Internet access

If you have any questions or need additional information, please contact me at <PHONE>.

<ATTACHMENT>","New security protocols implemented for all remote employees. 

Due to the nature of the current global environment, new security measures have been implemented for remote employees. These security measures include an additional layer of authentication and new requirements for remote access into the <ORG> network. 

The new remote access solution complies with industry standard and is designed to protect our employees and our infrastructure from harm. This action is taken because <ORG> recognizes that some of its employees may be targeted by individuals with malicious intent. 

The new solution requires all remote employees to use a new application called the VPN Client in conjunction with their dial-up access. The VPN Client is currently being distributed by your local IT support group. Once installed, the VPN Client will replace your normal dial-up access icon in Windows. When double clicked, the VPN Client will initiate the dial-up connection. The first time you use the VPN Client you will be prompted to enter your <ORG> network ID and password. 

There are some open ports on the VPN solution that allow access to the Internet. If you currently use a dial-up connection for Internet access while on travel, you must use the VPN Client. If you do not use the VPN Client, you will not be able to connect to the Internet. 

If you have any",0.0495815277099609,0.3823912143707275,39.44322168827057,50.788116455078125,40.3566300868988,26.75527930259705,37.99532055854797,0.1586211323738098,0.1330579668283462,0.1595975160598755,0.1906787008047104,0.1657299697399139,7.76,97.36,5.49
"subject: Important Notice: Binding changes to our Terms of Service and Privacy Policy.
urls: True
attachments: False
sentiment: authoritative, legal
->
body:","**********************
This email is not sent unsolicited. This is a
message for registered users of <ORG>.
**********************

Dear <ORG>.user,

We have updated our <ORG> Terms of Service and Privacy Policy. The changes will automatically take effect for you when you click the link below.

Please read our new terms of service and privacy policy immediately by clicking the link below. Doing so constitutes your agreement to the new terms and conditions. If you do not agree to the new terms, please close the link and refrain from using our services.

<URL>

Thank you for using <ORG>. products and services.

Sincerely,

<ORG>. Legal",False,0.0010187372,Authoritative,Gemini,"<ORG> has updated our <ORG> Terms of Service and Privacy Policy. These changes will take effect on <DATE>. 

Our Commitment to Transparency

At <ORG>, transparency is one of our core values. That is why we are providing you with notice of changes to our <ORG> Terms of Service and Privacy Policy in advance of their effective date.

Changes to the <ORG> Terms of Service

Section 6.1 of the <ORG> Terms of Service has been updated to clarify that <ORG> may, at its sole discretion, remove content that it believes may put its users at risk. 

Section 8.1 has been updated to note that the <ORG> Terms of Service are binding even if we later make changes to them.

Section 8.4 has been updated to note that if any of the provisions (or parts of the provisions) of the <ORG> Terms of Service are found to be invalid or unenforceable for any reason, such provision will be enforced in other jurisdictions where it is valid and the remaining provisions of the <ORG> Terms of Service will continue to have full force and effect.

Changes to the Privacy Policy

Section 2.3 has been updated to note that certain information about you may be made","<ORG> Inc. (""<ORG>"") respects your privacy. Please take a moment to review our new Privacy Policy and Terms of Service. You are currently subscribed as <EMAIL> and your subscription will continue unless you tell us otherwise. If you do not agree with the new terms, you can unsubscribe at the bottom of this email. We hope you will continue to find <ORG> a valuable resource for information on the topics that interest you most.
Privacy Policy: <URL>
Terms of Service: <URL>

This email was intended for <EMAIL>. If you no longer wish to receive special offers or other commercial email from <ORG>, please click here: <URL> or simply reply to this email with ""remove"" on the subject line. 
<ORG>'s Email Subscription Policy: <URL>
Copyright (c) <PER> <ORG>, Inc. All rights reserved.",0.994252383708954,0.9973702430725098,69.11735534667969,65.73606729507446,57.143884897232056,72.98089861869812,68.2828962802887,0.0796787589788436,0.0881135389208793,0.1165493428707122,0.0686720758676529,0.0811102166771888,60.12,71.79,77.69
"subject: Legal Department: Strict compliance requirements for the upcoming financial audit.
urls: False
attachments: True
sentiment: authoritative, demanding
->
body:","2001 Financial Audit
To All <ORG> Employees:
The <ORG> Audit Committee of the Board of Directors has engaged PricewaterhouseCoopers to perform an audit of the Company's financial statements for the year ended <DATE>.  The audit will be conducted in accordance with generally accepted auditing standards and will include a physical inspection of certain records and documents, some of which may be maintained electronically.  The scope of the audit will be determined by PricewaterhouseCoopers, but could include, among other things, an examination of transactions and accounts maintained by you or your department.  You should be prepared to provide assistance and/or access to your records as requested by PricewaterhouseCoopers.  In addition, you should be aware that the Company's Code of Ethics requires you to promptly report any suspected fraudulent or unlawful activities to the office of the Chief Executive Officer.  If you have any questions concerning the audit, please contact <PER> at <PHONE>.  If you have any questions concerning the Company's ethics policy, please contact <PER> at <PHONE>.
<ATTACHMENT> 
<PER> E. Haedicke
Vice President and General Counsel
<ORG> Corp.
<LOC>, Suite 3803A
<",False,0.1827122122,Authoritative,Gemini,"Dear Mr. <PER>:

Please be informed that the Legal Department will be sending you an e-mail
in the next few days that will contain a list of documents and information
that will be needed for the upcoming financial audit.  It is of critical
importance that you provide the Legal Department with the requested
information in a timely manner.  Please note that the audit will begin on
<DATE> and will continue through the end of the year.  The
audit will be conducted by the BDO team, which is a large, international
auditing firm.

Should you have any questions, please contact me at <PHONE> or at
<EMAIL>.

Best regards,

Soli Forster

<ATTACHMENT>

<ATTACHMENT>","Please review and follow the attached audit compliance checklist for the upcoming financial audit.  If you have any questions or concerns, please contact me or the audit team directly.  Thank you for your assistance.  Please provide the completed compliance checklist to me by <DATE>.

<ATTACHMENT>


<ATTACHMENT>",0.6690154075622559,0.0037417411804199,44.95536684989929,62.53959536552429,64.91374373435974,53.15982103347778,55.26677966117859,0.147841602563858,0.1038181781768798,0.0954854190349578,0.1194026470184326,0.1144057139754295,5.72,0.83,64.63
"subject: Management Update: Official guidelines for the quarterly performance review.
urls: True
attachments: True
sentiment: authoritative, instructive
->
body:","1. The purpose of this meeting is to provide a forum for the executive
management team to exchange ideas and discuss issues that will have an
impact on the company's performance. The meeting will also provide an
opportunity to identify and discuss solutions to problems and to review
the overall strategic direction of the company.

2. The meeting is not intended to be a meeting to resolve specific
operational or personnel issues. If such issues need to be discussed,
individual meetings should be scheduled for that purpose.  The agenda
should be limited to those items that are of a broad strategic or policy
nature.

3. The agenda will be set by the office of the chairman. However, the
agenda should be circulated at least one week in advance of the meeting to
allow participants to prepare.  The agenda will be discussed with each
participant prior to the meeting.  The agenda should be concise and focused
on key issues.

4. Participants are expected to come prepared to discuss each item on the
agenda.  Participants are expected to have read all supporting documentation
prior to the meeting.  Management should be prepared to discuss and
recommend a course of action for each agenda item.

5. The chairman will set the tone for the meeting and will ensure that",True,0.9991762042,Authoritative,Gemini,"Management Update
<DATE>

<ATTACHMENT>  <ATTACHMENT>  <<URL>
<ATTACHMENT>  <ATTACHMENT>

<ATTACHMENT> 
<ATTACHMENT> 
<ATTACHMENT> 
<ATTACHMENT>","Management Update
<DATE>

The following message was sent to you as a member of the <ORG> Management Committee. If you are not part of the Management Committee, please forward this message to your manager.
Official guidelines for the quarterly performance review.

The PRC process is beginning.  Please use the attached checklist as a guide when preparing for your quarterly performance review.  This checklist is not meant to replace the PRC meeting, but it is designed to help you prepare for your meeting with your supervisor.  It will also help ensure that all areas of your performance are covered during the review.  The checklist is a tool to help you organize your thoughts and prepare for your review.  The final PRC meeting is your opportunity to tell your story, so be prepared to discuss your accomplishments, the impact you have had on <ORG>'s business and the value you have created for shareholders.  Please use the attached checklist to prepare for your meeting with your supervisor.

<ATTACHMENT> 

You have been selected to be a part of <ORG>'s Management Committee.  As such, you are required to participate in the Performance Review process.  The attached checklist is a guide for you to use when participating in a performance review.  It is not meant to",0.0194358229637146,0.2254028916358947,26.46994888782501,39.78118300437927,47.21173048019409,23.598194122314453,54.674309492111206,0.1957469582557678,0.1634564399719238,0.1368909329175949,0.1860536634922027,0.1154373809695243,0.53,96.66,99.9
"subject: Official Communication: Complete restructuring of the IT and Engineering departments.
urls: False
attachments: False
sentiment: authoritative, informative
->
body:","1) Complete restructuring of the IT and Engineering departments.

The two departments will be merged under one leader, Kevin Richey, who will report directly to me.  The Engineering department will be renamed the ""Operations Engineering department"" to better reflect the scope of the group.  All IT personnel will receive a 10% pay increase.

2) IT and Engineering will be given an increased budget of $6.5 million.  The increase will be used to purchase software and hardware that will be used to develop an online trading system for EOL, EOL Gas, and EOL Power.

3) The new Operations Engineering department will be divided into the following subgroups: 

a) Network Operations, led by Danny McCarty
b) Data Management, led by Dave Steiner
c) Infrastructure Management, led by Kevin Richey
d) Application Management, led by <PER> Gomez
e) Development, led by Joe Wilkerson
f) EOL Trading Systems, led by Michael Wong
g) EOL Gas Trading Systems, led by <PER> Mullen
h) EOL Power Trading Systems, led by <PER> Young

4) The EOL Trading Systems group will be divided into two subgroups: one for developing",True,0.9158048034,Authoritative,Gemini,"<PER> and <PER> have agreed to a complete restructuring of the IT and Engineering departments.  The restructuring will include a 10% reduction in the IT staff.  The IT and Engineering staff will be divided into two groups:  1) those that will remain with the company and 2) those that will be offered positions with the new entity.  The decision was based on a variety of factors including:  1) a comparison of the IT and Engineering staff to the business units in order to determine the ratio of IT support to business units; 2) the number of IT and Engineering staff that are currently supporting the business units; 3) the number of IT and Engineering staff that are currently supporting the support functions; 4) the number of IT and Engineering staff that are currently supporting the corporate functions; and 5) the number of IT and Engineering staff that are currently supporting the <ORG> Online and Weather Group.  The two groups are as follows: 

1) Those that will remain with the company: 

IT:  <PER> (will remain as VP, IT); John Buchanan (will remain as Director, Infrastructure); <PER> (will remain as Director, Applications); <PER> (will remain as Director","As of today, the IT and Engineering departments are being completely restructured.  The purpose of this action is to ensure that the skills of the two departments are better leveraged across the organization, and to allow <ORG> to play a more significant role in the development of the trading systems that are essential to our business.  The new organization will report directly to me, and will be headed by the following individuals:

Information Technology:

?	Don Baer - Senior Vice President, <ORG> IT
?	Dave Gorte - Vice President, <ORG> Research IT
?	James Scribner - Vice President, <ORG> Gas/Power IT
?	Bill Glass - Vice President, <ORG> Infrastructure IT

Engineering:

?	<PER> - Vice President, <ORG> Engineering
?	Dave Fuller - Director, <ORG> Research Engineering
?	Gary Linhart - Director, <ORG> Gas/Power Engineering
?	Brian Smith - Director, <ORG> Trading Engineering

The lead engineer for each trading system will now report directly to me, rather than to the head of the IT department for that system.  In addition, the engineering departments for <ORG> and <ORG> will be consolidated under <PER>.",0.0036635398864746,0.0395704507827758,47.99104928970337,56.2701940536499,53.4223198890686,61.15720868110657,71.37764692306519,0.1364447623491287,0.1146296113729476,0.1189359873533248,0.1004490405321121,0.0725476890802383,96.39,99.98,96.29
"subject: Executive Summary: Q2 Financial Results and Board of Directors Decisions.
urls: False
attachments: True
sentiment: authoritative, professional
->
body:","2nd Quarter Financial Results and Board of Directors Decisions.

Greetings,

Attached for your review is the Executive Summary of the <ORG>. Board of
Directors meeting held on <DATE> in <LOC>.

Please do not hesitate to contact me if you have any questions regarding the
Board meeting.

Sincerely,

Sonia L. Lugo
Executive Assistant
<ORG>.
Tel: <PHONE>
Fax: <PHONE>
<EMAIL>
<ATTACHMENT>",False,0.0395132117,Authoritative,Gemini,"Please see attached Executive Summary from <PER>, <PER> and <PER>.

<ATTACHMENT>

<ATTACHMENT>","<ATTACHMENT>  <ATTACHMENT>

<ATTACHMENT> 
<ATTACHMENT>",0.0073034763336181,0.0423228740692138,66.95522665977478,38.4422242641449,19.056470692157745,23.713243007659912,6.031809002161026,0.0893829986453056,0.1589909642934799,0.208971232175827,0.2003297656774521,0.2335872799158096,9.53,65.16,99.26
"subject: Mandatory Training: Annual corporate code of conduct certification.
urls: True
attachments: False
sentiment: authoritative, obligatory
->
body:","2016 Annual Certification - Corporate Policy & Code of Ethics

As a condition of employment, all employees of <ORG> are required to read, understand, and certify compliance with the Company's Corporate Policy and Code of Ethics.  The policy and code are available for your review on the intranet website at <URL>

Additionally, all employees must complete the certification process each year, by signing the certification document.  Your signature on the document is required each year to attest that you have read, understood, and agree to comply with the policy and code.  The 2016 certification document will be available during the last week of December.  Your supervisor will provide you with the 2016 document, or you may access the document directly at <URL>

Please take the time to read the policy and code and complete the certification process.  It is important to us and to you.",False,0.1297094524,Authoritative,Gemini,"Please make the time to attend the mandatory annual certification training session on the <ORG> Code of Conduct.  This year's session will be held on <DATE> at 8:00 AM at the Double Tree Hotel, and on <DATE> at 11:30 AM at the Hyatt Regency.  The agenda is as follows:

?	Review of major provisions in the Code of Conduct
?	Importance of the certification process
?	Overview of the compliance department
?	What to do if you have a compliance question
?	What not to do

The training sessions will be facilitated by members of the <ORG> ethics and compliance department.  As always, these sessions are mandatory for all employees, with the exception of contractors and employees in the <LOC> office.  However, we strongly encourage contractors and employees in <LOC> to attend.  After attending the session, you will be able to complete the certification process quickly and easily.

The training sessions will be held in the LaSalle B room at the Double Tree Hotel, and in the Regency Ballroom at the Hyatt Regency.  The training sessions are limited to 50 attendees and are on a first-come, first-served basis.  To reserve","This is the link to the annual corporate code of conduct certification.

<URL>

Thank you,

Rakhi Bhatia
<ORG> Global Risk Operations
<PHONE>",0.0599540472030639,0.7157849073410034,60.18441319465637,44.35337483882904,64.06595706939697,52.426016330718994,65.08697271347046,0.1071483269333839,0.1494712084531784,0.0913829356431961,0.1316286921501159,0.0926999598741531,35.34,1.64,91.88
"subject: Official Statement: Final resolution report on the recent global service outage.
urls: True
attachments: True
sentiment: authoritative, resolute
->
body:","11:00 AM <DATE>
The following message was sent to the <ORG> community on <DATE> by
<PER>, President, <ORG> University:

To: Members of the <ORG> Community:

On <DATE>, a global service outage affected the
<ORG> community. The outage was caused by an error in an update to an
internal service used by several <ORG> systems. This error made the
systems temporarily unavailable to users.

This outage was caused by a mistake made by one of our internal development
teams. We apologize for the disruption this caused, and we have taken steps
to prevent this from happening again.

We understand that this outage caused significant inconvenience to many
members of our community. We have learned from this experience and are
committed to improving our systems and processes to prevent similar issues
from occurring in the future.

Thank you for your patience and understanding as we work to improve our
services and provide a better experience for everyone in the <ORG>
community.

Sincerely,

<PER>
President
<ORG> University

[<URL>
<<URL>",False,0.0950238183,Authoritative,Gemini,"To:  <ORG> Employees

From:  <PER>, Office of the Chairman

Re:  Final resolution report on the recent global service outage.


As you know, on <DATE>, <ORG>'s global IT infrastructure experienced a service outage.  Within 24 hours, we had developed and implemented a backup plan that enabled our employees to return to work and resume their normal job responsibilities.  We are extremely proud of our employees for their hard work and dedication during and after this event, and appreciate the continued patience of our customers.

We want to take this opportunity to thank our employees for their hard work and to update you on the final resolution report on the recent global service outage.

<ATTACHMENT>

We are committed to learning from this experience and using it to improve our business processes and our ability to respond to issues in the future.  We will be discussing the findings and recommendations with our employees and customers over the next few weeks.  We welcome your feedback on this report and suggestions for future improvements.

<ATTACHMENT>","<ATTACHMENT>     

<ORG> Global Technology Communications
<EMAIL> <EMAIL>>
<URL> <<URL>",0.2134610414505005,0.9927587509155272,57.07469582557678,69.2725419998169,39.61491882801056,64.96187448501587,20.01715749502182,0.1041131317615509,0.0807880610227584,0.1568078100681305,0.0949277505278587,0.2143192142248153,91.86,0.32,85.68
"subject: Official Notice: Policy updates effective immediately
urls: True
attachments: False
sentiment: authoritative
->
body:","2O16 is already shaping up to be a BIG year. We have to make sure we have the resources we need to win, but our campaign finance system is broken. So we're doing something about it. And we need you with us.

Click here to chip in $5 or more and help us fight back against <ORG> attacks >>

<URL>

We've always been proud to have one of the most engaged grassroots supporters in politics. And we're counting on you to step up again.

We're getting ready for the year ahead, but we need to get our finances in order first. We need to raise $50,OOO by midnight tomorrow. If we can hit that goal, we'll have a strong start to the year.

If you've saved your payment information with ActBlue Express, your donation will go through immediately:

Donate $5 immediately >>>

Donate $25 immediately >>>

Donate $50 immediately >>>

Donate $100 immediately >>>

Or, donate another amount immediately >>>

Thanks for being a part of this,

<ORG>

P.S. <PER>, we've got a lot to do in 2016, and we can't do it without you. Chip in $5 or more right now to help us hit our goal by midnight",False,0.2715134621,Authoritative,Copilot,"Official Notice 
<DATE>
----------------------------------------

This is a notice to inform you of some changes to our policies.

Account security
We are committed to maintaining the privacy and security of your account information. However, we require that you keep your password secure. 
If someone else knows your password, they can access your account and make changes to your information. 
Please keep your password secure and do not share it with others. 
For your security, we recommend that you change your password periodically. 
If you have any questions or concerns about this policy, please contact us at <EMAIL> <EMAIL>>. 

Privacy and security of your information
We are committed to protecting the privacy and security of your information. 
We use encryption to protect your information when it is in transit. 
However, we cannot guarantee that your information will be completely secure at all times. 
For example, if you share your password with someone else, or if someone else gains access to your account, 
we will not be liable for any damages or losses resulting from unauthorized access to your account. 
We encourage you to review our privacy policy for more information about how we collect, use, and protect your information. 
If you have any questions or concerns about this policy, please contact us at <","Official Notice
<DATE>

To: All <ORG> University Faculty and Staff

RE: Policy updates effective immediately

Dear Members of the <ORG> University community:

We are writing to share with you a number of policy updates that will go into effect immediately.

For your convenience, we have highlighted some of the key changes below.

Please note that these policy changes will be posted on the University Policy webpage<<URL> as well as on the University Office of Government Relations website<<URL>

1.      The new Policy on Use of Publicly Available Information in University Communications and Public Affairs Activities<<URL> is now in effect.

2.      The University has amended its Policy on the Use of University Information Resources and Services<<URL> to include a provision that forbids the use of University computing resources to post or distribute unauthorized material on University computing equipment, including material that is libelous, harassing, defamatory, false, misleading, or discriminatory. The new provision also prohibits the use of University computing resources to post or distribute unauthorized material on University computing equipment that violates copyright or other intellectual property laws.

3.      The Policy on Use of University Information Resources and Services has also been amended to include a provision that requires the University to respond to subpoenas and other legal processes",0.4710434079170227,0.9604617953300476,12.512090802192688,19.90428864955902,36.19368970394135,14.956557750701904,13.708379864692688,0.2273131310939788,0.1981410086154937,0.1588761657476425,0.2123951315879821,0.2253785133361816,0.39,99.77,7.45
"subject: Mandatory Compliance: Please review the new guidelines
urls: False
attachments: True
sentiment: authoritative
->
body:","2001 MANDATORY COMPLIANCE: NEW GUIDELINES FOR EMPLOYEE EXPENSES

Please review the attached guidelines governing employee expenses. These guidelines are the standard for all <ORG> employees. The guidelines are very clear and designed to eliminate any confusion on what is and what is not an allowable expense.

If you have any questions, please contact your Human Resources representative.

Thank you.

<ATTACHMENT>

<ATTACHMENT>",True,0.9507516026,Authoritative,Copilot,"<PER> Evans
Vice President
Corporate Law Department
<ORG>.
<PHONE>
<EMAIL>

<ATTACHMENT>","<ATTACHMENT>  <ATTACHMENT>

<ATTACHMENT> 
<ATTACHMENT>",0.4219706058502197,0.0423228740692138,42.96316206455231,25.532767176628116,22.30573296546936,16.900141537189484,8.831781893968582,0.1445933133363723,0.1879390776157379,0.2121172100305557,0.2085589170455932,0.2297306656837463,87.16,80.52,99.26
"subject: Administrative Directive: Required actions for all members
urls: False
attachments: False
sentiment: authoritative
->
body:","1.     In light of the recent <ORG> events and the heightened concern about the security of our nation, the <ORG> has been working to ensure the security of our employees and facilities.  This effort requires that we give the highest priority to protecting our employees and our businesses, while respecting the civil liberties and privacy rights of our employees and all individuals.  

2.     Following the attacks on the <LOC>, the <ORG> has implemented a number of security measures to protect its employees and facilities.  These measures include, among other things, the following procedures:

i.    All <ORG> employees are required to present identification badge(s) and/or photo driver's license(s) every time they enter an <ORG> building.  Effective immediately, <ORG> Security will be inspecting all photo driver's licenses presented by <ORG> employees.  If an employee's photo driver's license appears to have been altered, the employee will be denied entrance to the building and his/her badge privileges will be suspended.  The <ORG> will notify the appropriate authorities of any suspected fraudulent activity.

ii.   Effective immediately, all <ORG> employees will be subject to search as part of the <ORG>'s security measures.  Such searches will be for",False,0.0113324476,Authoritative,Copilot,"Administrative Directive

To:	All <ORG> Employees

Re:	Required actions for all members

As you are aware, <ORG> and its employees have been the subject of several investigations by federal authorities.  Those investigations are now complete and the special prosecutor has entered into plea agreements with certain <ORG> entities and employees.  As part of those plea agreements, <ORG> will pay fines and make restitution to the government for losses sustained by various governmental agencies.  <ORG>'s insurance policies should cover a portion of these payments.

However, because of the way that <ORG>'s employee stock options were structured, any payments by <ORG> will have a direct and adverse financial impact on current and former <ORG> employees.  Therefore, <ORG>. and its Board of Directors believe that it is only fair that all employees who were employed by <ORG> during the period from <DATE> to <DATE>, inclusive, and who held stock options at the time of the sale of the company, should receive a cash payment equal to 25% of the amount of any fine or amount of any restitution that they would otherwise pay as a result of <ORG>'s agreements with the special prosecutor.

This payment will be in addition to any severance or","As you know, <ORG> has entered into a settlement with the SEC relating to <ORG>'s natural gas derivatives trading.  In our settlement, we agreed to certain remedial measures designed to strengthen our internal controls and enhance our compliance practices.  These measures are set forth in the Administrative Directive attached to this email.

All employees of <ORG> are required to comply with the terms of the Administrative Directive.  In particular, you must certify your compliance with the terms of the Administrative Directive no later than <DATE>.  The certification process is set forth in the Administrative Directive.

If you have any questions concerning the Administrative Directive or your certification obligation, please contact <PER> at <PHONE> or Donna Lowry at <PHONE>.  Thank you for your cooperation in meeting <ORG>'s compliance obligations.",0.9960447549819946,0.9681468605995178,21.581891179084774,18.323838710784912,31.226587295532227,31.11048936843872,33.409056067466736,0.2013831138610839,0.2104479223489761,0.1808786541223526,0.1596507132053375,0.1665937006473541,99.97,16.4,77.07
